source_id,verdict,in_footprint,l,b,ra,dec,phot_g_mean_mag,nss_parallax,period_d,significance,class_det,cuts_eb26,det_dr2,det_dr1,det_hard,sep_arcsec,ero_iauname,det_like_0,ml_flux_1,ml_rate_1,log_fx_fopt,l_x_erg_s,hr1,hr2,hr3,dr1_rate_1,rate_ratio_dr2_dr1,uid_dr1,flag_opt,nway_p_any,nway_sep,notes
3447366499550224256,SPURIOUS,False,175.57916654980818,-2.154609769347558,81.54608798862961,31.496673825650323,11.413043,0.7483715592417735,1798.4406383594603,5.8814273,3,False,False,False,False,,,,,,,,,,,,,0,-1,,,"synthetic no_coverage store, scenario no_coverage"
699852315155836032,SPURIOUS,True,194.38021267953116,41.921406839853546,137.4618645613154,31.019875129934046,16.694763,3.662166426468229,1029.3655817932363,12.257709,3,False,False,False,False,,,,,,,,,,,,,0,-1,,,"synthetic no_coverage store, scenario no_coverage"
1748573755634891136,CONFIRMED,False,51.40244978930404,-19.28995048395582,308.5340514831937,6.63245228873407,12.962586,0.2560676803637618,927.5680042709224,15.949982,3,False,False,False,False,,,,,,,,,,,,,0,-1,,,"synthetic no_coverage store, scenario no_coverage"
4958236591557234304,SPURIOUS,True,259.5094913633121,-70.42764153547927,30.420366851523816,-40.25419673373612,16.34773,1.6275161051626603,866.8904579462653,5.5187006,3,False,False,False,False,,,,,,,,,,,,,0,-1,,,"synthetic no_coverage store, scenario no_coverage"
4612986263943563392,CONFIRMED,True,301.7701842398436,-29.746482089322026,33.899440280657565,-87.18959579385184,11.105707,0.8448069097727179,848.0217344421599,72.37099,3,False,False,False,False,,,,,,,,,,,,,0,-1,,,"synthetic no_coverage store, scenario no_coverage"
5589247482974026240,CONFIRMED,True,248.8653343147929,-10.18488675830795,110.4360404992687,-36.49011811412523,14.971293,3.561408583512403,166.75798353955423,41.75737,3,False,False,False,False,,,,,,,,,,,,,0,-1,0.6416556239128113,10.909398078918457,"synthetic no_coverage store, scenario no_coverage"
361686518916218112,CONFIRMED,False,120.55174513149493,-29.50404098454253,10.380336375461306,33.32187548449164,14.597701,3.2824503294011964,175.54766626061928,35.87799,3,False,False,False,False,,,,,,,,,,,,,0,-1,,,"synthetic no_coverage store, scenario no_coverage"
399609465234037248,CONFIRMED,False,130.49769387163974,-13.288813854890847,24.10461189887347,48.92104525841391,15.910203,2.6580189259995017,916.0027598874534,49.15938,3,False,False,False,False,,,,,,,,,,,,,0,-1,,,"synthetic no_coverage store, scenario no_coverage"
6067377497355477760,CONFIRMED,True,308.1503602040454,8.903989197757335,201.57182664550817,-53.61428682592264,12.222014,0.5281360480695712,974.0138594466029,6.2733436,3,False,False,False,False,,,,,,,,,,,,,0,-1,,,"synthetic no_coverage store, scenario no_coverage"
1518603820576991360,CONFIRMED,False,139.30497167940558,81.10712321135684,189.7863075203835,35.626864702534014,13.940497,6.208503497671213,982.2199742387984,21.76723,3,False,False,False,False,,,,,,,,,,,,,0,-1,,,"synthetic no_coverage store, scenario no_coverage"
4866673523803521408,CONFIRMED,True,238.62482760374144,-41.052057357639775,70.2104164729385,-36.18831025555567,16.035866,1.7338254587761577,673.0801802838803,31.114935,3,False,False,False,False,,,,,,,,,,,,,0,-1,,,"synthetic no_coverage store, scenario no_coverage"
184822544510516608,SPURIOUS,False,171.02635051761004,-4.007428792306787,76.61678955801082,34.13240497800025,11.280783,0.8891674239548296,1090.7446283586537,6.5189056,3,False,False,False,False,,,,,,,,,,,,,0,-1,,,"synthetic no_coverage store, scenario no_coverage"
5616332818057030144,CONFIRMED,True,238.8464426957391,-6.198470501877446,109.36827355984772,-25.843294586358937,12.91776,0.5307689174523439,668.50798581388,23.881638,3,False,False,False,False,,,,,,,,,,,,,0,-1,,,"synthetic no_coverage store, scenario no_coverage"
5866047886034161408,CONFIRMED,True,311.0236554578237,-0.7292087427404579,210.59484240981644,-62.481187047008895,17.231968,2.5671359200787154,1263.7970667608115,5.238352,3,False,False,False,False,,,,,,,,,,,,,0,-1,,,"synthetic no_coverage store, scenario no_coverage"
997517085189153408,SPURIOUS,False,156.82690130210915,16.214714141118357,90.74705517241873,56.79187055437386,16.925825,2.4795675919367537,904.0514981205092,20.111532,3,False,False,False,False,,,,,,,,,,,,,0,-1,,,"synthetic no_coverage store, scenario no_coverage"
