cand_set,name,RA,DEC,POS_ERR,l_deg,b_deg,match_type,direction,DET_LIKE_0,DET_LIKE_0_D1,ML_RATE_1,ML_RATE_1_D1,ML_FLUX_1,ML_FLUX_1_D1,R,epoch_ratio,amp_cons,epoch_amp_cons,rank_amp,z_var,approx_erass1_rate_lim,implied_min_rise,gaia_source_id,gaia_sep_arcsec,gaia_G,gaia_bp_rp,gaia_plx,gaia_plx_err,gaia_pmra,gaia_pmdec,simbad_main_id,simbad_otype,simbad_sep_arcsec,first_guess_class,caveats,verdict,verdict_detail,verdict_evidence,dossier,forensic_class_v2,ul_presence,nway_p_any_gdr3,nway_p_any_cw2020,hard_detlike3,verdict_sources
pair,3eRASS J161242.8-522522,243.1785060564443,-52.42291376756108,0.4198485390955943,330.9261523512538,-0.8500955761869633,strong,rise,65650.01,14.219789,27.68111,0.06556227,2.5773847e-11,6.1044946e-14,431.1017388730561,672.2624990853507,304.80491744902605,475.29918947632433,475.29918947632433,101.0864409343956,,,5.933363664376255e+18,2.467919,17.438223,1.892612,0.7632,0.1162,-3.747,-4.951,V* QX Nor,LXB,3.3696847030955075,SIMBAD:LXB,,IDENTIFIED,V* QX Nor (LXB),"SIMBAD LXB at 3.4""; ART-XC counterpart 4U 1608-52 (LMXB)",False,,,4.1919684e-08,0.00410944,23567.83,"services 2026-08-14: CDS X-Match (2RXS J/A+A/588/A103, XMMSL3 IX/71, CSC2.1 IX/70, 2SXPS IX/58, CatWISE II/365, GaiaDR3 var I/358, ART-XC J/A+A/687/A183, MKM J/MNRAS/544/885); HEASARC xmmssc(5XMM); NWAY eRASSc3 27Jul2026; DR2 UL server erodat; SIMBAD; TNS; ASAS-SN SkyPatrol v2"
pair,3eRASS J054334.0-682222,85.89198886584605,-68.37291519418177,0.4233410189552503,278.5641443760913,-31.306006576986015,strong,rise,44766.14,39.12287,2.087527,0.026989883,1.9436937e-12,2.5130246e-14,78.97349592661668,118.69133379237128,65.76709781305672,98.83435270758774,98.83435270758774,98.26983761931812,,,4.659274599672438e+18,0.575497,17.410278,0.008718,0.0621,0.0623,1.631,0.59,2E  1550,XB*,0.5484927058842862,SIMBAD:XB*,,IDENTIFIED,2E  1550 (XB*),"SIMBAD XB* at 0.5""",False,,,0.46189135,0.7554423,,"services 2026-08-14: CDS X-Match (2RXS J/A+A/588/A103, XMMSL3 IX/71, CSC2.1 IX/70, 2SXPS IX/58, CatWISE II/365, GaiaDR3 var I/358, ART-XC J/A+A/687/A183, MKM J/MNRAS/544/885); HEASARC xmmssc(5XMM); NWAY eRASSc3 27Jul2026; DR2 UL server erodat; SIMBAD; TNS; ASAS-SN SkyPatrol v2"
pair,3eRASS J162636.4-515631,246.6519045727625,-51.9421202647553,0.5906051920775467,332.7806945024598,-2.0027936058062417,strong,rise,6247.8247,6.3000855,3.753051,0.047430634,3.494461e-12,4.4162604e-14,80.79338234338272,122.06359240954832,51.27237407312594,77.44439659883027,77.44439659883027,36.31454336049792,,,5.933976985766949e+18,1.1156,15.729032,1.928157,0.0501,0.0384,-2.856,-3.332,SWIFT J1626.5-5156,HXB,1.1843730168597113,SIMBAD:HXB,,IDENTIFIED,SWIFT J1626.5-5156 (HXB),"SIMBAD HXB at 1.2""; ART-XC counterpart SWIFT J1626.6-5156 (HMXB)",False,,,0.15049544,0.0,4047.2803,"services 2026-08-14: CDS X-Match (2RXS J/A+A/588/A103, XMMSL3 IX/71, CSC2.1 IX/70, 2SXPS IX/58, CatWISE II/365, GaiaDR3 var I/358, ART-XC J/A+A/687/A183, MKM J/MNRAS/544/885); HEASARC xmmssc(5XMM); NWAY eRASSc3 27Jul2026; DR2 UL server erodat; SIMBAD; TNS; ASAS-SN SkyPatrol v2"
pair,3eRASS J094452.8-711152,146.22033015318507,-71.19802286286726,0.4804430269388935,288.98288057537684,-13.574456189929789,strong,rise,9401.145,25.298714,1.7079958,0.03674479,1.5903127e-12,3.4213026e-14,47.46148201631703,76.01168040256147,35.86794583815016,57.41398863909724,57.41398863909724,42.65737640412971,,,,,,,,,,,,,,no-Gaia (AGN/TDE? obscured?),,GENUINELY-UNEXPLAINED,x57 hard-detected riser with no counterpart in any band,"survived ALL checks: NWAY p_any=0.0000 (GDR3) / 4e-6 (CW2020), LS10 no coverage; SIMBAD 30"" empty; no 2RXS/XMMSL3/CSC2.1/2SXPS/5XMM entry; not in ART-XC (4-12 keV, updated 18-Jul-2025); TNS 60"" empty; no literature under eRASSU/eRASSt/SRGe/1eRASS J094452 names (web search). Present in Hard cat (DET_LIKE_3=197, eRASS3_Hard_v1.2) -> hard/absorbed spectrum. eRASS1 DET_LIKE 25 -> stack 9401, epoch rise x57 (cons.), z=43. ASAS-SN source at position is the 10.2"" Gaia star (blend), not the X-ray source. Candidates: obscured XRB/VFXT, magnetar outburst, extreme absorbed CV; b=-13.6 deg",True,,,0.0,4.071039e-06,197.15239,"services 2026-08-14: CDS X-Match (2RXS J/A+A/588/A103, XMMSL3 IX/71, CSC2.1 IX/70, 2SXPS IX/58, CatWISE II/365, GaiaDR3 var I/358, ART-XC J/A+A/687/A183, MKM J/MNRAS/544/885); HEASARC xmmssc(5XMM); NWAY eRASSc3 27Jul2026; DR2 UL server erodat; SIMBAD; TNS; ASAS-SN SkyPatrol v2"
pair,3eRASS J090506.7-533020,136.27832006628677,-53.505647307592405,0.4830869482566243,273.0762708498673,-4.304073030388872,strong,rise,8786.441,15.460682,3.1682096,0.056907505,2.949916e-12,5.2986505e-14,56.84530601388538,78.78911543049058,39.63333060514377,54.906566956768586,54.906566956768586,39.55877911590221,,,5.311384333263075e+18,0.862338,13.145346,0.525817,0.053,0.0116,-1.996,2.273,2MASS J09050682-5330195,XB*,0.8343651375906519,SIMBAD:XB*,,IDENTIFIED,MAXI J0903-531 - Be/X-ray binary transient,"ART-XC SRGA J090507.5-533024 counterpart name MAXI J0903-531 (HMXB), sep 6.9""; SIMBAD 2MASS J09050682-5330195 XB*; rise x55 = outburst",True,,,0.2892176,0.87091005,1951.8737,"services 2026-08-14: CDS X-Match (2RXS J/A+A/588/A103, XMMSL3 IX/71, CSC2.1 IX/70, 2SXPS IX/58, CatWISE II/365, GaiaDR3 var I/358, ART-XC J/A+A/687/A183, MKM J/MNRAS/544/885); HEASARC xmmssc(5XMM); NWAY eRASSc3 27Jul2026; DR2 UL server erodat; SIMBAD; TNS; ASAS-SN SkyPatrol v2"
pair,3eRASS J150616.3-750200,226.56807462222548,-75.03360801480872,0.5034504804400383,311.4427100719305,-14.437110500556823,strong,rise,6832.872,21.605114,2.4647717,0.06835865,2.294946e-12,6.364865e-14,36.81573443629986,57.95642140352118,27.03405769972417,42.52902960719343,42.52902960719343,33.866502746744125,,,5.792598619480184e+18,1.684173,17.472294,1.459455,2.4702,0.082,-17.335,-8.695,Gaia DR3 5792598619480183680,Em*,1.3943704990592478,SIMBAD:Em*,,IDENTIFIED,Gaia DR3 5792598619480183680 (Em*),"SIMBAD Em* at 1.4""",False,,,0.18565646,0.99806446,,"services 2026-08-14: CDS X-Match (2RXS J/A+A/588/A103, XMMSL3 IX/71, CSC2.1 IX/70, 2SXPS IX/58, CatWISE II/365, GaiaDR3 var I/358, ART-XC J/A+A/687/A183, MKM J/MNRAS/544/885); HEASARC xmmssc(5XMM); NWAY eRASSc3 27Jul2026; DR2 UL server erodat; SIMBAD; TNS; ASAS-SN SkyPatrol v2"
pair,3eRASS J123915.4-324332,189.8142427788829,-32.725704888668616,0.4826803572297472,299.97155063731003,30.076016281822596,strong,rise,8882.681,29.765837,3.9234192,0.114704944,3.653091e-12,1.06801625e-13,34.92471192338436,51.87680156807767,26.53118630179804,39.38998283546303,39.38998283546303,38.22038878824456,,,6.160221740968693e+18,4.393088,8.670022,1.039376,23.425,0.0205,-42.776,-64.811,HD 109988,PM*,4.574087101393463,SIMBAD:PM*,,IDENTIFIED,HD 109988 (PM*),"SIMBAD PM* at 4.6""",False,,,2.220446e-16,0.022929253,180.87093,"services 2026-08-14: CDS X-Match (2RXS J/A+A/588/A103, XMMSL3 IX/71, CSC2.1 IX/70, 2SXPS IX/58, CatWISE II/365, GaiaDR3 var I/358, ART-XC J/A+A/687/A183, MKM J/MNRAS/544/885); HEASARC xmmssc(5XMM); NWAY eRASSc3 27Jul2026; DR2 UL server erodat; SIMBAD; TNS; ASAS-SN SkyPatrol v2"
pair,3eRASS J071521.8-191603,108.84116983684136,-19.267748310491587,0.9218472666050108,232.76066056506585,-3.607186330972803,strong,fade,985.52374,1421.0067,0.7970508,2.7668285,7.4213297e-13,2.5761906e-12,0.2941399368756137,-0.056250828621359,2.9930621121065446,32.12830160115502,32.12830160115502,10.823414252514082,,,2.930981516403833e+18,3.771567,17.166534,1.332582,0.3077,0.0641,-2.083,2.573,NAME SRGt J071522.1-191609,ev,6.697088662759674,SIMBAD:ev,stacked ratio below switch-off floor (mild containment tension),IDENTIFIED,SRGt J071522.1-191609 - eROSITA-discovered transient (2020),"already reported: discovery ATel #13657, optical counterpart ATel #13669, VLA radio ATel #13716; our slice catches the decline (epoch fade >=x32)",True,,,0.00034799887,0.31842434,84.157135,"services 2026-08-14: CDS X-Match (2RXS J/A+A/588/A103, XMMSL3 IX/71, CSC2.1 IX/70, 2SXPS IX/58, CatWISE II/365, GaiaDR3 var I/358, ART-XC J/A+A/687/A183, MKM J/MNRAS/544/885); HEASARC xmmssc(5XMM); NWAY eRASSc3 27Jul2026; DR2 UL server erodat; SIMBAD; TNS; ASAS-SN SkyPatrol v2"
pair,3eRASS J014554.9-674648,26.47891788138732,-67.78012775307835,0.5124782090967612,295.20535961467675,-48.52269474074316,strong,rise,5164.3037,35.299625,2.1040187,0.09397089,1.959049e-12,8.749617e-14,22.861594555060947,37.52280084367117,17.56933129974862,28.806072712957903,28.806072712957903,29.265831322640214,,,4.697600761807512e+18,0.341447,17.297075,0.92173,-0.0321,0.0607,0.079,0.119,2MASS J01455485-6746483,BLL,0.3425700021272725,SIMBAD:BLL,,IDENTIFIED,2MASS J01455485-6746483 (BLL),"SIMBAD BLL at 0.3""",False,,,0.9999481,0.9996868,79.72944,"services 2026-08-14: CDS X-Match (2RXS J/A+A/588/A103, XMMSL3 IX/71, CSC2.1 IX/70, 2SXPS IX/58, CatWISE II/365, GaiaDR3 var I/358, ART-XC J/A+A/687/A183, MKM J/MNRAS/544/885); HEASARC xmmssc(5XMM); NWAY eRASSc3 27Jul2026; DR2 UL server erodat; SIMBAD; TNS; ASAS-SN SkyPatrol v2"
pair,3eRASS J142111.9-624156,215.29989673640551,-62.69892351486364,0.4621631313393212,313.019392905849,-1.5984363890389306,strong,rise,12097.489,68.66336,4.6969695,0.20539789,4.3733424e-12,1.9124571e-13,23.349200711796783,32.212515771678405,18.905790885509457,26.068347422816835,26.068347422816835,42.18670895119941,,,5.854175187710795e+18,1.174497,16.17779,2.29422,0.0633,0.0495,-4.343,-1.811,4U 1416-62,HXB,1.2444687625143895,SIMBAD:HXB,,IDENTIFIED,4U 1416-62 (HXB),"SIMBAD HXB at 1.2""; ART-XC counterpart 4U 1416-62 (HMXB)",False,,,0.009178944,0.9932392,8744.993,"services 2026-08-14: CDS X-Match (2RXS J/A+A/588/A103, XMMSL3 IX/71, CSC2.1 IX/70, 2SXPS IX/58, CatWISE II/365, GaiaDR3 var I/358, ART-XC J/A+A/687/A183, MKM J/MNRAS/544/885); HEASARC xmmssc(5XMM); NWAY eRASSc3 27Jul2026; DR2 UL server erodat; SIMBAD; TNS; ASAS-SN SkyPatrol v2"
pair,3eRASS J092023.3+021339,140.09739656658027,2.2275482690723445,0.6535312729398902,229.7941388529446,33.77075357620891,strong,rise,2161.1067,17.583473,2.07973,0.11936643,1.9364339e-12,1.1114193e-13,17.78996168068785,28.63277820125805,12.209567032005271,19.59965258425185,19.59965258425185,17.891836307206994,,,3.845106481477764e+18,1.210243,13.137729,1.525454,1.5397,0.023,-21.719,-16.029,RX J0920.3+0213,RS*,1.5752944464972265,SIMBAD:RS*,,IDENTIFIED,RX J0920.3+0213 (RS*),"SIMBAD RS* at 1.6""",False,,,0.9991437,0.9990712,119.83627,"services 2026-08-14: CDS X-Match (2RXS J/A+A/588/A103, XMMSL3 IX/71, CSC2.1 IX/70, 2SXPS IX/58, CatWISE II/365, GaiaDR3 var I/358, ART-XC J/A+A/687/A183, MKM J/MNRAS/544/885); HEASARC xmmssc(5XMM); NWAY eRASSc3 27Jul2026; DR2 UL server erodat; SIMBAD; TNS; ASAS-SN SkyPatrol v2"
pair,3eRASS J231021.8-594252,347.5912369413067,-59.71467418042196,1.2605802083735878,323.9392832957021,-53.09535639285122,strong,fade,291.8756,491.23337,0.3236893,1.028008,3.013867e-13,9.571769e-13,0.3215008495141596,-0.1130750956741551,2.559624998919511,19.2066099529701,19.2066099529701,6.986148455529398,,,6.490756033157643e+18,1.738887,14.480061,3.17151,38.6598,0.0195,102.536,-266.985,LEHPM 5556,PM*,6.2379274054061575,SIMBAD:PM*,stacked ratio below switch-off floor (mild containment tension),IDENTIFIED,LEHPM 5556 (PM*),"SIMBAD PM* at 6.2""",False,,,0.98863286,0.9804694,,"services 2026-08-14: CDS X-Match (2RXS J/A+A/588/A103, XMMSL3 IX/71, CSC2.1 IX/70, 2SXPS IX/58, CatWISE II/365, GaiaDR3 var I/358, ART-XC J/A+A/687/A183, MKM J/MNRAS/544/885); HEASARC xmmssc(5XMM); NWAY eRASSc3 27Jul2026; DR2 UL server erodat; SIMBAD; TNS; ASAS-SN SkyPatrol v2"
pair,3eRASS J022404.3-185028,36.01795292703209,-18.84128406642364,0.8071357287701311,196.5585868280669,-67.17391025789556,strong,rise,1072.8168,6.093628,0.6201948,0.028337868,5.7746256e-13,2.6385352e-14,22.34658670522999,33.27698080761626,12.920005772399286,19.184166543128665,19.184166543128665,14.57137254152058,,,5.131381905967267e+18,0.652683,18.344761,0.773268,-0.4143,0.1628,0.026,-0.328,NVSS J022404-185029,Rad,1.826635613348744,SIMBAD:Rad,,IDENTIFIED,NVSS J022404-185029 (Rad),"SIMBAD Rad at 1.8""",False,,,0.99999535,0.9999861,,"services 2026-08-14: CDS X-Match (2RXS J/A+A/588/A103, XMMSL3 IX/71, CSC2.1 IX/70, 2SXPS IX/58, CatWISE II/365, GaiaDR3 var I/358, ART-XC J/A+A/687/A183, MKM J/MNRAS/544/885); HEASARC xmmssc(5XMM); NWAY eRASSc3 27Jul2026; DR2 UL server erodat; SIMBAD; TNS; ASAS-SN SkyPatrol v2"
pair,3eRASS J060622.5-624814,91.59383843034584,-62.80399358684873,2.9063370641959776,272.09747397175875,-29.01490643078395,strong,fade,37.248837,187.44093,0.037153598,0.14668702,3.459367e-14,1.3658009e-13,0.2586184214117425,-0.0926761436880839,3.0551591327579577,18.129203925714936,18.129203925714936,7.331219304781659,,,5.480923734838337e+18,6.989601,20.578495,1.011894,-0.4104,0.6267,2.418,0.137,WISE J060621.36-624826.5,G,14.366527164869227,SIMBAD:G,stacked ratio below switch-off floor (mild containment tension),PLAUSIBLE-CLASS,TDE-like extragalactic fader (host unconfirmed),"epoch fade >=x18 (2-sigma cons.); position blank in optical/IR except LS10 galaxy-class source g=23.5 at ~7"" (NWAY p_any 0.002, class_gal_exgal=1); SIMBAD galaxy WISE J060621.36-624826.5 at 14.4"" too far; no CatWISE, no prior X-ray, TNS 60"" empty; LS10 cutout: faint field, no bright host; POS_ERR 2.9"". CONFIRM: deep imaging/spectroscopy of the LS10 source + sub-arcsec X-ray position",True,,,0.0099626165,8.555076e-06,,"services 2026-08-14: CDS X-Match (2RXS J/A+A/588/A103, XMMSL3 IX/71, CSC2.1 IX/70, 2SXPS IX/58, CatWISE II/365, GaiaDR3 var I/358, ART-XC J/A+A/687/A183, MKM J/MNRAS/544/885); HEASARC xmmssc(5XMM); NWAY eRASSc3 27Jul2026; DR2 UL server erodat; SIMBAD; TNS; ASAS-SN SkyPatrol v2"
pair,3eRASS J062258.5-095259,95.74381642473094,-9.883280259327467,0.6955048674176918,218.6051508685661,-10.77046549521626,strong,rise,2165.8691,17.569927,1.5674021,0.09428493,1.4594062e-12,8.7788575e-14,16.97416441254176,24.57954511063547,11.435296614608262,16.526328902228524,16.526328902228524,17.698993275358035,,,3.0016281964997417e+18,0.942905,14.824092,2.764297,13.1283,0.0273,-12.913,-1.39,,,,Galactic-star/CV? (red-dwarf locus: flare star?),,PLAUSIBLE-CLASS,Galactic flare star / CV (red-dwarf flare locus),Gaia plx 13.13+-0.03; prior X-ray: none,False,,,0.9993339,0.99892396,24.091509,"services 2026-08-14: CDS X-Match (2RXS J/A+A/588/A103, XMMSL3 IX/71, CSC2.1 IX/70, 2SXPS IX/58, CatWISE II/365, GaiaDR3 var I/358, ART-XC J/A+A/687/A183, MKM J/MNRAS/544/885); HEASARC xmmssc(5XMM); NWAY eRASSc3 27Jul2026; DR2 UL server erodat; SIMBAD; TNS; ASAS-SN SkyPatrol v2"
pair,3eRASS J112114.9-603725,170.31230580237462,-60.62383396965885,0.422335923155274,292.0901006207429,0.3353759044068183,strong,fade,107902.78,158666.72,28.568436,83.736244,2.6600035e-11,7.796671e-11,0.3483559524464507,-0.0814138022301796,2.8481809007211027,16.524826645294706,16.524826645294706,6.066550926687513,,,5.337498593446517e+18,0.992667,12.878897,1.608768,0.1387,0.0137,-3.121,2.331,V* V779 Cen,HXB,1.0346833631647177,SIMBAD:HXB,stacked ratio below switch-off floor (mild containment tension),IDENTIFIED,V* V779 Cen (HXB),"SIMBAD HXB at 1.0""; ART-XC counterpart Cen X-3 (HMXB)",False,,,0.0899858,0.99549437,55088.348,"services 2026-08-14: CDS X-Match (2RXS J/A+A/588/A103, XMMSL3 IX/71, CSC2.1 IX/70, 2SXPS IX/58, CatWISE II/365, GaiaDR3 var I/358, ART-XC J/A+A/687/A183, MKM J/MNRAS/544/885); HEASARC xmmssc(5XMM); NWAY eRASSc3 27Jul2026; DR2 UL server erodat; SIMBAD; TNS; ASAS-SN SkyPatrol v2"
pair,3eRASS J123351.5-210344,188.4648065183532,-21.062339540428425,0.759618803056692,297.4428561827249,41.62197873424613,strong,rise,1148.3268,14.750731,0.8873199,0.058551934,8.2618244e-13,5.451763e-14,15.473524400873607,25.03197412830588,10.125987316944215,16.323462187622315,16.323462187622315,14.580063610087803,,,3.5151796694637286e+18,1.94465,17.206123,1.167308,-0.0351,0.1706,-0.082,0.172,LEDA 3096158,Sy1,1.944449118891308,SIMBAD:Sy1,,IDENTIFIED,LEDA 3096158 (Sy1),"SIMBAD Sy1 at 1.9""",False,,,0.9846789,0.9991393,36.391273,"services 2026-08-14: CDS X-Match (2RXS J/A+A/588/A103, XMMSL3 IX/71, CSC2.1 IX/70, 2SXPS IX/58, CatWISE II/365, GaiaDR3 var I/358, ART-XC J/A+A/687/A183, MKM J/MNRAS/544/885); HEASARC xmmssc(5XMM); NWAY eRASSc3 27Jul2026; DR2 UL server erodat; SIMBAD; TNS; ASAS-SN SkyPatrol v2"
pair,3eRASS J040311.3-023207,60.797093378833445,-2.535376442185701,0.7183031325605457,193.21483525255348,-38.011918341702575,strong,rise,1326.9532,9.173617,0.84370095,0.04391546,7.855689e-13,4.088963e-14,19.61649155102498,26.67471776053288,11.7728811057404,15.978455943924608,15.978455943924608,15.561747553383867,,,3.252941125422005e+18,1.588136,19.226973,1.415503,-0.0339,0.33,0.126,-0.358,,,,optical-faint?,,PLAUSIBLE-CLASS,variable AGN (x16 riser),"Gaia DR3 classifier AGN 0.41; Gaia G range 18.77-19.75 (~1 mag optical variability); CatWISE 0.80"" W1-W2=0.41; no prior X-ray; no TNS. CONFIRM: spectrum/redshift",True,,,0.9998688,0.9986314,39.79291,"services 2026-08-14: CDS X-Match (2RXS J/A+A/588/A103, XMMSL3 IX/71, CSC2.1 IX/70, 2SXPS IX/58, CatWISE II/365, GaiaDR3 var I/358, ART-XC J/A+A/687/A183, MKM J/MNRAS/544/885); HEASARC xmmssc(5XMM); NWAY eRASSc3 27Jul2026; DR2 UL server erodat; SIMBAD; TNS; ASAS-SN SkyPatrol v2"
pair,3eRASS J140907.2-451717,212.2800560735496,-45.28825117092416,0.4501070439364424,316.9780209437288,15.454311093647942,strong,fade,15686.39,18129.668,6.7709208,16.975838,6.304396e-12,1.5806181e-11,0.4072553231016915,0.0299447193816137,2.386288280429066,14.971732547865171,14.971732547865171,26.4427077516106,,,6.096905573613586e+18,1.926011,16.608578,0.840538,9.2807,0.0744,-90.214,7.733,V* V834 Cen,CV*,1.84814214867386,SIMBAD:CV*,,IDENTIFIED,V* V834 Cen (CV*),"SIMBAD CV* at 1.8""; ART-XC counterpart V834 Cen (CV)",False,,,0.08454332,0.9851067,444.03662,"services 2026-08-14: CDS X-Match (2RXS J/A+A/588/A103, XMMSL3 IX/71, CSC2.1 IX/70, 2SXPS IX/58, CatWISE II/365, GaiaDR3 var I/358, ART-XC J/A+A/687/A183, MKM J/MNRAS/544/885); HEASARC xmmssc(5XMM); NWAY eRASSc3 27Jul2026; DR2 UL server erodat; SIMBAD; TNS; ASAS-SN SkyPatrol v2"
pair,3eRASS J053517.6-055827,83.82336438309689,-5.974330885559013,0.7931575677793414,209.5666445950176,-19.64343293542617,strong,rise,1118.5448,7.019616,0.80525345,0.05181583,7.4977047e-13,4.824565e-14,15.867933975082028,23.27953573871587,9.777541216928896,14.296745818387729,14.296745818387729,13.945370083083285,,,3.0171882445385523e+18,1.124492,13.651472,1.725076,2.7536,0.1353,1.542,0.284,V* V1812 Ori A,Or*,1.1024472923249895,SIMBAD:Or*,,IDENTIFIED,V* V1812 Ori A (Or*),"SIMBAD Or* at 1.1""",False,,,0.99608076,0.98024553,28.444729,"services 2026-08-14: CDS X-Match (2RXS J/A+A/588/A103, XMMSL3 IX/71, CSC2.1 IX/70, 2SXPS IX/58, CatWISE II/365, GaiaDR3 var I/358, ART-XC J/A+A/687/A183, MKM J/MNRAS/544/885); HEASARC xmmssc(5XMM); NWAY eRASSc3 27Jul2026; DR2 UL server erodat; SIMBAD; TNS; ASAS-SN SkyPatrol v2"
pair,3eRASS J082731.8-694520,126.88290041010228,-69.75563207634447,0.7971047467981343,283.5671864625175,-17.604381650924324,strong,rise,764.6097,6.218119,0.18769644,0.012833285,1.7476392e-13,1.1949056e-14,14.933735307545554,22.758896646715733,9.355747899820036,14.20328546484661,14.20328546484661,13.927731541213705,,,5.26994177718531e+18,0.565006,17.165625,1.374271,,,,,,,,optical-faint?,,PLAUSIBLE-CLASS,Galactic star flare / CV candidate (x14 riser),"CatWISE 0.73"" W1=14.11 W1-W2=0.01 (stellar); ASAS-SN stellar source 0.57"" median 17.5 with mild brightenings; Gaia G=17.17 no plx - distant star or compact binary. CONFIRM: spectrum",True,,,0.85452855,0.8867196,12.555679,"services 2026-08-14: CDS X-Match (2RXS J/A+A/588/A103, XMMSL3 IX/71, CSC2.1 IX/70, 2SXPS IX/58, CatWISE II/365, GaiaDR3 var I/358, ART-XC J/A+A/687/A183, MKM J/MNRAS/544/885); HEASARC xmmssc(5XMM); NWAY eRASSc3 27Jul2026; DR2 UL server erodat; SIMBAD; TNS; ASAS-SN SkyPatrol v2"
pair,3eRASS J054101.0-614312,85.25429164613975,-61.72009443365733,2.0072077149149177,270.7790442333076,-31.944144082295285,strong,fade,24.48017,117.75028,0.01745644,0.074360326,1.625367e-14,6.9236805e-14,0.2396981350203723,-0.1077531119027955,3.084021400431361,14.00238290870302,14.00238290870302,5.866142652005649,,,4.75918780969319e+18,7.39937,18.635521,1.097826,-0.146,0.1275,1.615,0.574,,,,Galactic-star/CV?,stacked ratio below switch-off floor (mild containment tension),PLAUSIBLE-CLASS,AGN (variable),CatWISE W1-W2=0.92; prior X-ray: none,False,,,0.00035429918,0.9159745,,"services 2026-08-14: CDS X-Match (2RXS J/A+A/588/A103, XMMSL3 IX/71, CSC2.1 IX/70, 2SXPS IX/58, CatWISE II/365, GaiaDR3 var I/358, ART-XC J/A+A/687/A183, MKM J/MNRAS/544/885); HEASARC xmmssc(5XMM); NWAY eRASSc3 27Jul2026; DR2 UL server erodat; SIMBAD; TNS; ASAS-SN SkyPatrol v2"
pair,3eRASS J061543.9+283506,93.93329723280154,28.58522250467383,0.8451898050703065,183.57403144960267,5.561427176259221,strong,rise,1110.2249,8.248379,1.0360737,0.066635765,9.646869e-13,6.204448e-14,15.87572281526416,22.54579513735,9.465070282032649,13.392205931265998,13.392205931265998,13.13803188868533,,,3.436435910858051e+18,1.839844,18.614964,0.869905,2.2451,0.2355,5.39,-8.129,V* KR Aur,CV*,1.9952517380867063,SIMBAD:CV*,,IDENTIFIED,V* KR Aur (CV*),"SIMBAD CV* at 2.0""",False,,,0.40159813,0.4680086,92.17206,"services 2026-08-14: CDS X-Match (2RXS J/A+A/588/A103, XMMSL3 IX/71, CSC2.1 IX/70, 2SXPS IX/58, CatWISE II/365, GaiaDR3 var I/358, ART-XC J/A+A/687/A183, MKM J/MNRAS/544/885); HEASARC xmmssc(5XMM); NWAY eRASSc3 27Jul2026; DR2 UL server erodat; SIMBAD; TNS; ASAS-SN SkyPatrol v2"
pair,3eRASS J092718.4+230112,141.8270534553282,23.02012369386773,0.512862365445355,206.2281696332979,43.90308690182146,strong,rise,8094.001,175.70905,6.403914,0.5969243,5.962676e-12,5.557955e-13,10.95409442358564,16.03753672877448,9.1529132479736,13.380622430843877,13.380622430843877,29.437444136040074,,,6.38374531236818e+17,0.241045,18.21612,1.511769,-1.1745,0.6647,0.073,3.492,NGC  2885,Sy1,0.2842031378141925,SIMBAD:Sy1,,IDENTIFIED,NGC  2885 (Sy1),"SIMBAD Sy1 at 0.3""",False,,,0.9998523,0.9991024,159.70035,"services 2026-08-14: CDS X-Match (2RXS J/A+A/588/A103, XMMSL3 IX/71, CSC2.1 IX/70, 2SXPS IX/58, CatWISE II/365, GaiaDR3 var I/358, ART-XC J/A+A/687/A183, MKM J/MNRAS/544/885); HEASARC xmmssc(5XMM); NWAY eRASSc3 27Jul2026; DR2 UL server erodat; SIMBAD; TNS; ASAS-SN SkyPatrol v2"
pair,3eRASS J181036.0-812023,272.6503106585501,-81.33987487558566,0.8470548433093169,312.3642748572788,-25.279427923284867,strong,rise,907.7009,11.11592,0.5015498,0.036795467,4.669924e-13,3.4260213e-14,13.917780311039833,20.971081814004187,8.769353424301805,13.16000481995792,13.16000481995792,12.869516060355672,,,6.360522969659011e+18,0.108149,21.279549,1.601252,,,,,LEDA  225721,G,0.5747741461636603,SIMBAD:G,,IDENTIFIED,LEDA  225721 (G),"SIMBAD G at 0.6""",False,,,0.8931778,0.95871776,,"services 2026-08-14: CDS X-Match (2RXS J/A+A/588/A103, XMMSL3 IX/71, CSC2.1 IX/70, 2SXPS IX/58, CatWISE II/365, GaiaDR3 var I/358, ART-XC J/A+A/687/A183, MKM J/MNRAS/544/885); HEASARC xmmssc(5XMM); NWAY eRASSc3 27Jul2026; DR2 UL server erodat; SIMBAD; TNS; ASAS-SN SkyPatrol v2"
