source_id,verdict,in_footprint,l,b,ra,dec,phot_g_mean_mag,nss_parallax,period_d,significance,class_det,cuts_eb26,det_dr2,det_dr1,det_hard,sep_arcsec,ero_iauname,det_like_0,ml_flux_1,ml_rate_1,log_fx_fopt,l_x_erg_s,hr1,hr2,hr3,dr1_rate_1,rate_ratio_dr2_dr1,uid_dr1,flag_opt,nway_p_any,nway_sep,notes
3640889032890567040,SPURIOUS,True,336.3189532807508,51.17016378291057,213.1739746676684,-6.35704656957537,9.194756,9.658611468239815,1076.223,7.7,3,False,False,False,False,,,,,,,,,,,,,0,-1,,,BH candidate ruled out by Simon2026
4373465352415301632,CONFIRMED,False,22.62564229371034,18.045811698322694,262.17120727595824,-0.5810919626714084,13.771998,2.0954515888832432,185.766,13.6,3,True,False,False,False,,,,,,,,,,,,,0,-1,,,Gaia BH1
6281177228434199296,SPURIOUS,True,338.5060906699752,34.9783670867268,223.20970977619407,-19.373621697700557,11.258724,4.283042921029034,153.947,24.3,3,False,True,True,False,3.35,3eRASS J145250.5-192226,51.89557647705078,6.91709534160305e-14,0.07428960502147675,-3.28658663819341,4.512535340740306e+29,0.7216840714675979,-0.5516129215235827,-1.0,0.05688093975186348,1.3060544594649202,122410800310,0,0.9786360263824463,3.234445810317993,BH candidate ruled out by Simon2026
5870569352746779008,CONFIRMED,True,310.4031040338608,2.7765401740632587,207.56971494177265,-59.23900523844159,12.276908,0.8591918579064037,1352.289,39.8,3,True,False,False,False,,,,,,,,,,,,,0,-1,,,Gaia BH2
3664684869697065984,SPURIOUS,True,338.70362147063645,60.9036519430469,209.3930291661683,2.711122665123164,11.561024,0.3236673912203284,1220.455,6.1,3,False,False,False,False,,,,,,,,,,,,,0,-1,,,BH candidate ruled out by ElBadry2023BH1
2278534305772981504,SPURIOUS,False,112.01978078451482,19.43701609393221,318.08762901714226,77.37686768827686,14.593381,0.788841011997312,788.822,5.9,3,False,False,False,False,,,,,,,,,,,,,0,-1,,,RVs inconsistent with orbital solution
3509370326763016704,SPURIOUS,True,306.1673961290476,43.94074215066995,195.32096975867373,-18.869145009930858,12.469695,7.98246076112326,109.392,76.1,3,True,False,False,False,,,,,,,,,,,,,0,-1,,,BH candidate ruled out by Simon2026
1925560664891372544,SPURIOUS,False,110.73451957974268,-17.408492965316096,356.6067195197168,43.91814759818856,13.010477,0.4868566325306613,1022.904,6.2,3,False,False,False,False,,,,,,,,,,,,,0,-1,,,RVs inconsistent with orbital solution
3263804373319076480,SPURIOUS,True,184.98307131681705,-42.20415620956834,53.73070650942736,0.1528461212259674,12.66688,2.1598569865850075,510.728,18.1,3,True,False,False,False,,,,,,,,,,,,,0,-1,,,BH candidate ruled out by Simon2026
6802634430521968000,SPURIOUS,False,21.20657173224263,-38.33561741904928,314.8288976037797,-25.131645543727057,13.351202,1.226178809146904,584.305,20.2,3,False,False,False,False,,,,,,,,,,,,,0,-1,,,RVs inconsistent with orbital solution
