source_id,release,source_id_dr3,nss_solution_type,orbit_source,orbit_period_d,orbit_significance,orbit_a0_mas,queue_bin,queue_rank,n_transits_fetched,n_transits_used,f2_single_star,parallax_mas,excess_noise_mas,fit_model,fit_seconds,verdict,verdict_scope,verdict_basis,verdict_confidence,verdict_confidence_basis,flag_alias_1yr,flag_low_lat,flag_hi_sigma_ti2,flag_xray_active,flag_dust_unresolved_south,flag_dust_sigma_fragile,flag_astrom_quiet,schema_version,verdict_source,verdict_source_version,config_version,epoch_data_release,epoch_data_structure,gaiasupdate_version,produced_utc,run_id,notes
1349949010439190912,"SYNTHETIC (M8 rehearsal, not a real release)",1349949010439190912,Orbital,gaiadr3.nss_two_body_orbit,127.73539631364773,19.157179,,v2_main,237,60,500,2.5115,,,SYNTHETIC,0.0,SPURIOUS,orbit_reality,epoch_astrometry_f2,MEDIUM,synthetic,False,False,False,False,False,False,True,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (null_harness); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T16:06:17Z,m8_synth_null_harness_seed20261202,"synthetic null store, scenario null_harness"
1342378666723266304,"SYNTHETIC (M8 rehearsal, not a real release)",1342378666723266304,Orbital,gaiadr3.nss_two_body_orbit,818.753013251239,20.395765,,v2_main,184,60,500,7.3629,,,SYNTHETIC,0.0,CONFIRMED,orbit_reality,epoch_astrometry_f2,MEDIUM,synthetic,False,False,True,False,False,False,True,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (null_harness); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T16:06:17Z,m8_synth_null_harness_seed20261202,"synthetic null store, scenario null_harness"
4970585103570821376,"SYNTHETIC (M8 rehearsal, not a real release)",4970585103570821376,Orbital,gaiadr3.nss_two_body_orbit,856.1195402857727,23.978706,,v2_main,368,60,500,1.9758,,,SYNTHETIC,0.0,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,synthetic,False,False,False,False,False,False,True,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (null_harness); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T16:06:17Z,m8_synth_null_harness_seed20261202,"synthetic null store, scenario null_harness"
1579254496872812032,"SYNTHETIC (M8 rehearsal, not a real release)",1579254496872812032,Orbital,gaiadr3.nss_two_body_orbit,601.4623670644385,64.75066,,v2_main,333,60,500,0.9805,,,SYNTHETIC,0.0,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,synthetic,False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (null_harness); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T16:06:17Z,m8_synth_null_harness_seed20261202,"synthetic null store, scenario null_harness"
1464711807899087872,"SYNTHETIC (M8 rehearsal, not a real release)",1464711807899087872,Orbital,gaiadr3.nss_two_body_orbit,847.2039967977466,50.585835,,v2_main,544,60,500,10.8133,,,SYNTHETIC,0.0,CONFIRMED,orbit_reality,epoch_astrometry_f2,HIGH,synthetic,False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (null_harness); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T16:06:17Z,m8_synth_null_harness_seed20261202,"synthetic null store, scenario null_harness"
5933215127248291456,"SYNTHETIC (M8 rehearsal, not a real release)",5933215127248291456,Orbital,gaiadr3.nss_two_body_orbit,833.2210330838159,34.509766,,v2_main,608,60,500,1.9309,,,SYNTHETIC,0.0,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,synthetic,False,True,False,False,False,False,True,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (null_harness); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T16:06:17Z,m8_synth_null_harness_seed20261202,"synthetic null store, scenario null_harness"
1919775721898098688,"SYNTHETIC (M8 rehearsal, not a real release)",1919775721898098688,Orbital,gaiadr3.nss_two_body_orbit,754.941790181835,73.42678,,v2_main,476,60,500,-0.2277,,,SYNTHETIC,0.0,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,synthetic,False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (null_harness); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T16:06:17Z,m8_synth_null_harness_seed20261202,"synthetic null store, scenario null_harness"
3403056073573564160,"SYNTHETIC (M8 rehearsal, not a real release)",3403056073573564160,Orbital,gaiadr3.nss_two_body_orbit,891.8801038253795,10.962963,,v2_main,334,60,500,3.1964,,,SYNTHETIC,0.0,SPURIOUS,orbit_reality,epoch_astrometry_f2,MEDIUM,synthetic,False,True,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (null_harness); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T16:06:17Z,m8_synth_null_harness_seed20261202,"synthetic null store, scenario null_harness"
6140530793386059264,"SYNTHETIC (M8 rehearsal, not a real release)",6140530793386059264,Orbital,gaiadr3.nss_two_body_orbit,607.2362625692613,44.462646,,v2_main,515,60,500,2.0952,,,SYNTHETIC,0.0,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,synthetic,False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (null_harness); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T16:06:17Z,m8_synth_null_harness_seed20261202,"synthetic null store, scenario null_harness"
4534069465403072640,"SYNTHETIC (M8 rehearsal, not a real release)",4534069465403072640,Orbital,gaiadr3.nss_two_body_orbit,773.6324113175378,115.29577,,v2_main,180,60,500,0.3687,,,SYNTHETIC,0.0,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,synthetic,False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (null_harness); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T16:06:17Z,m8_synth_null_harness_seed20261202,"synthetic null store, scenario null_harness"
6380360186645909760,"SYNTHETIC (M8 rehearsal, not a real release)",6380360186645909760,Orbital,gaiadr3.nss_two_body_orbit,633.9304106125873,120.55218,,v2_main,225,60,500,1.2324,,,SYNTHETIC,0.0,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,synthetic,False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (null_harness); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T16:06:17Z,m8_synth_null_harness_seed20261202,"synthetic null store, scenario null_harness"
368970298120413312,"SYNTHETIC (M8 rehearsal, not a real release)",368970298120413312,Orbital,gaiadr3.nss_two_body_orbit,847.9236661078002,37.704704,,v2_main,347,60,500,2.0852,,,SYNTHETIC,0.0,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,synthetic,False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (null_harness); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T16:06:17Z,m8_synth_null_harness_seed20261202,"synthetic null store, scenario null_harness"
2164564290565627008,"SYNTHETIC (M8 rehearsal, not a real release)",2164564290565627008,AstroSpectroSB1,gaiadr3.nss_two_body_orbit,1311.821302428637,14.330914,,v2_main,454,60,500,0.0907,,,SYNTHETIC,0.0,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,synthetic,False,True,False,False,False,False,True,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (null_harness); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T16:06:17Z,m8_synth_null_harness_seed20261202,"synthetic null store, scenario null_harness"
1499093536498936576,"SYNTHETIC (M8 rehearsal, not a real release)",1499093536498936576,Orbital,gaiadr3.nss_two_body_orbit,1046.0912877086628,82.93981,,v2_main,415,60,500,1.4036,,,SYNTHETIC,0.0,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,synthetic,False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (null_harness); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T16:06:17Z,m8_synth_null_harness_seed20261202,"synthetic null store, scenario null_harness"
454629027094387712,"SYNTHETIC (M8 rehearsal, not a real release)",454629027094387712,Orbital,gaiadr3.nss_two_body_orbit,512.8667183546745,62.1816,,v2_main,725,60,500,2.9996,,,SYNTHETIC,0.0,SPURIOUS,orbit_reality,epoch_astrometry_f2,MEDIUM,synthetic,False,True,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (null_harness); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T16:06:17Z,m8_synth_null_harness_seed20261202,"synthetic null store, scenario null_harness"
4299945614081802752,"SYNTHETIC (M8 rehearsal, not a real release)",4299945614081802752,Orbital,gaiadr3.nss_two_body_orbit,840.5840761731449,27.182882,,v2_main,815,60,500,-0.6204,,,SYNTHETIC,0.0,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,synthetic,False,False,False,False,False,False,True,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (null_harness); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T16:06:17Z,m8_synth_null_harness_seed20261202,"synthetic null store, scenario null_harness"
5589511675000872832,"SYNTHETIC (M8 rehearsal, not a real release)",5589511675000872832,Orbital,gaiadr3.nss_two_body_orbit,774.3017280054033,229.96545,,v2_main,744,60,500,3.5876,,,SYNTHETIC,0.0,SPURIOUS,orbit_reality,epoch_astrometry_f2,MEDIUM,synthetic,False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (null_harness); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T16:06:17Z,m8_synth_null_harness_seed20261202,"synthetic null store, scenario null_harness"
2020361382098932992,"SYNTHETIC (M8 rehearsal, not a real release)",2020361382098932992,Orbital,gaiadr3.nss_two_body_orbit,457.96359269297136,129.84393,,v2_main,293,60,500,14.6023,,,SYNTHETIC,0.0,CONFIRMED,orbit_reality,epoch_astrometry_f2,HIGH,synthetic,False,True,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (null_harness); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T16:06:17Z,m8_synth_null_harness_seed20261202,"synthetic null store, scenario null_harness"
