source_id,run_id,batch,served,n_rows,n_cols,n_transits,n_cells,cache_bytes,produced_utc,note
4373465352415301632,m7_dryrun_A_20260823T151947,0,False,0,0,0,0,0,2026-08-23T19:19:48Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
5870569352746779008,m7_dryrun_A_20260823T151947,0,False,0,0,0,0,0,2026-08-23T19:19:48Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
3509370326763016704,m7_dryrun_A_20260823T151947,0,False,0,0,0,0,0,2026-08-23T19:19:48Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
5296919570584886016,m7_dryrun_A_20260823T151947,0,False,0,0,0,0,0,2026-08-23T19:19:48Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
5542831389148064640,m7_dryrun_A_20260823T151947,0,False,0,0,0,0,0,2026-08-23T19:19:48Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
2020124643487024640,m7_dryrun_A_20260823T151947,0,False,0,0,0,0,0,2026-08-23T19:19:48Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
5238699738399933952,m7_dryrun_A_20260823T151947,0,False,0,0,0,0,0,2026-08-23T19:19:48Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
3263804373319076480,m7_dryrun_A_20260823T151947,0,False,0,0,0,0,0,2026-08-23T19:19:48Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
3315062231016941056,m7_dryrun_A_20260823T151947,0,False,0,0,0,0,0,2026-08-23T19:19:48Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
5616598899870232704,m7_dryrun_A_20260823T151947,0,False,0,0,0,0,0,2026-08-23T19:19:48Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
2192105682452865536,m7_dryrun_A_20260823T151947,0,False,0,0,0,0,0,2026-08-23T19:19:48Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
2055530017407206912,m7_dryrun_A_20260823T151947,0,False,0,0,0,0,0,2026-08-23T19:19:48Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
5835380273400727296,m7_dryrun_A_20260823T151947,0,False,0,0,0,0,0,2026-08-23T19:19:48Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
5519315932102588160,m7_dryrun_A_20260823T151947,0,False,0,0,0,0,0,2026-08-23T19:19:48Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
5416364152972856960,m7_dryrun_A_20260823T151947,0,False,0,0,0,0,0,2026-08-23T19:19:48Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
6328149636482597888,m7_dryrun_A_20260823T151947,0,False,0,0,0,0,0,2026-08-23T19:19:48Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
4519469364057123328,m7_dryrun_A_20260823T151947,0,False,0,0,0,0,0,2026-08-23T19:19:48Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
1980745870743978752,m7_dryrun_A_20260823T151947,0,False,0,0,0,0,0,2026-08-23T19:19:48Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
2373789361772391936,m7_dryrun_A_20260823T151947,0,False,0,0,0,0,0,2026-08-23T19:19:48Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
5544150395092057216,m7_dryrun_A_20260823T151947,0,False,0,0,0,0,0,2026-08-23T19:19:48Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
5290789243502185984,m7_dryrun_A_20260823T151947,1,False,0,0,0,0,0,2026-08-23T19:19:52Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
2222168013975025664,m7_dryrun_A_20260823T151947,1,False,0,0,0,0,0,2026-08-23T19:19:52Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
1979624957311892864,m7_dryrun_A_20260823T151947,1,True,1,48,55,2478,42675,2026-08-23T19:19:52Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
2176842468190463744,m7_dryrun_A_20260823T151947,1,False,0,0,0,0,0,2026-08-23T19:19:52Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
2543788153077017344,m7_dryrun_A_20260823T151947,1,False,0,0,0,0,0,2026-08-23T19:19:52Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
1811600167323837824,m7_dryrun_A_20260823T151947,1,False,0,0,0,0,0,2026-08-23T19:19:52Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
4161042729638132096,m7_dryrun_A_20260823T151947,1,False,0,0,0,0,0,2026-08-23T19:19:52Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
5053152894897515904,m7_dryrun_A_20260823T151947,1,False,0,0,0,0,0,2026-08-23T19:19:52Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
5868375071124507648,m7_dryrun_A_20260823T151947,1,False,0,0,0,0,0,2026-08-23T19:19:52Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
5645867899401140224,m7_dryrun_A_20260823T151947,1,False,0,0,0,0,0,2026-08-23T19:19:52Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
4627361760001541504,m7_dryrun_A_20260823T151947,1,False,0,0,0,0,0,2026-08-23T19:19:52Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
5065286383666887680,m7_dryrun_A_20260823T151947,1,False,0,0,0,0,0,2026-08-23T19:19:52Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
6001459821083925120,m7_dryrun_A_20260823T151947,1,False,0,0,0,0,0,2026-08-23T19:19:52Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
1968969040364365056,m7_dryrun_A_20260823T151947,1,False,0,0,0,0,0,2026-08-23T19:19:52Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
569323105070003072,m7_dryrun_A_20260823T151947,1,False,0,0,0,0,0,2026-08-23T19:19:52Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
1998019134002320384,m7_dryrun_A_20260823T151947,1,False,0,0,0,0,0,2026-08-23T19:19:52Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
5545162186300848000,m7_dryrun_A_20260823T151947,1,False,0,0,0,0,0,2026-08-23T19:19:52Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
5984963087901124352,m7_dryrun_A_20260823T151947,1,False,0,0,0,0,0,2026-08-23T19:19:52Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
4201219395570443392,m7_dryrun_A_20260823T151947,1,False,0,0,0,0,0,2026-08-23T19:19:52Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
5535060526299103360,m7_dryrun_A_20260823T151947,1,False,0,0,0,0,0,2026-08-23T19:19:52Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
1862008819786215040,m7_dryrun_A_20260823T151947,2,False,0,0,0,0,0,2026-08-23T19:19:54Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
2221801391269240192,m7_dryrun_A_20260823T151947,2,False,0,0,0,0,0,2026-08-23T19:19:54Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
6291420068303688832,m7_dryrun_A_20260823T151947,2,False,0,0,0,0,0,2026-08-23T19:19:54Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
5051409687931408384,m7_dryrun_A_20260823T151947,2,False,0,0,0,0,0,2026-08-23T19:19:54Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
3457836839541875968,m7_dryrun_A_20260823T151947,2,False,0,0,0,0,0,2026-08-23T19:19:54Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
2132620694633811456,m7_dryrun_A_20260823T151947,2,False,0,0,0,0,0,2026-08-23T19:19:54Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
6842264299919674752,m7_dryrun_A_20260823T151947,2,False,0,0,0,0,0,2026-08-23T19:19:54Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
4314242838679237120,m7_dryrun_A_20260823T151947,2,False,0,0,0,0,0,2026-08-23T19:19:54Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
6687541573416724608,m7_dryrun_A_20260823T151947,2,False,0,0,0,0,0,2026-08-23T19:19:54Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
3649963989549165440,m7_dryrun_A_20260823T151947,2,False,0,0,0,0,0,2026-08-23T19:19:54Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
3869650535947137920,m7_dryrun_A_20260823T151947,2,False,0,0,0,0,0,2026-08-23T19:19:54Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
1058875159778407808,m7_dryrun_A_20260823T151947,2,False,0,0,0,0,0,2026-08-23T19:19:54Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
809741149368202752,m7_dryrun_A_20260823T151947,2,False,0,0,0,0,0,2026-08-23T19:19:54Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
6593763230249162112,m7_dryrun_A_20260823T151947,2,False,0,0,0,0,0,2026-08-23T19:19:54Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
1350295047363872512,m7_dryrun_A_20260823T151947,2,False,0,0,0,0,0,2026-08-23T19:19:54Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
5556237944880786816,m7_dryrun_A_20260823T151947,2,False,0,0,0,0,0,2026-08-23T19:19:54Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
5847919241396757888,m7_dryrun_A_20260823T151947,2,False,0,0,0,0,0,2026-08-23T19:19:54Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
4744087975990080896,m7_dryrun_A_20260823T151947,2,False,0,0,0,0,0,2026-08-23T19:19:54Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
2397135910639986304,m7_dryrun_A_20260823T151947,2,False,0,0,0,0,0,2026-08-23T19:19:54Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
5590962927271507712,m7_dryrun_A_20260823T151947,2,False,0,0,0,0,0,2026-08-23T19:19:54Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
1947292821452944896,m7_dryrun_A_20260823T151947,3,False,0,0,0,0,0,2026-08-23T19:19:55Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
