source_id,verdict,in_footprint,l,b,ra,dec,phot_g_mean_mag,nss_parallax,period_d,significance,class_det,cuts_eb26,det_dr2,det_dr1,det_hard,sep_arcsec,ero_iauname,det_like_0,ml_flux_1,ml_rate_1,log_fx_fopt,l_x_erg_s,hr1,hr2,hr3,dr1_rate_1,rate_ratio_dr2_dr1,uid_dr1,flag_opt,nway_p_any,nway_sep,notes
1349949010439190912,CONFIRMED,False,73.4484278247226,27.905978666775194,269.8884381838814,46.41662716665081,16.606823,8.469953497969364,127.73539631364773,19.157179,3,True,False,False,False,,,,,,,,,,,,,0,-1,,,"synthetic reversal store, scenario d2_reversal"
1342378666723266304,CONFIRMED,False,61.59697237300784,30.643566097797503,263.4870119415716,36.84934623990322,17.323904,3.9251438699256136,818.753013251239,20.395765,3,True,False,False,False,,,,,,,,,,,,,0,-1,,,"synthetic reversal store, scenario d2_reversal"
4970585103570821376,CONFIRMED,True,236.43857353815488,-70.5311698996884,34.29459110354882,-33.24522764149738,17.188044,2.0926942703974416,856.1195402857727,23.978706,3,True,False,False,False,,,,,,,,,,,,,0,-1,,,"synthetic reversal store, scenario d2_reversal"
1579254496872812032,SPURIOUS,False,118.55715668007186,56.68047748734784,197.7082287510445,60.2827260450899,14.497244,1.5733460952919118,601.4623670644385,64.75066,3,True,False,False,False,,,,,,,,,,,,,0,-1,,,"synthetic reversal store, scenario d2_reversal"
1464711807899087872,CONFIRMED,False,88.3759401551908,85.6066248933146,195.75651261665345,30.71660800133965,13.816935,5.674693055576858,847.2039967977466,50.585835,3,True,False,False,False,,,,,,,,,,,,,0,-1,,,"synthetic reversal store, scenario d2_reversal"
5933215127248291456,CONFIRMED,True,330.0021536582552,-1.2226200721043776,242.47913452049832,-53.32518666810723,13.48727,0.4237578247089154,833.2210330838159,34.509766,3,True,False,False,False,,,,,,,,,,,,,0,-1,,,"synthetic reversal store, scenario d2_reversal"
1919775721898098688,CONFIRMED,False,106.312113363035,-22.04360893485168,353.12480702135474,38.26721740384721,13.945654,3.0451236817571217,754.941790181835,73.42678,3,True,False,False,False,,,,,,,,,,,,,0,-1,,,"synthetic reversal store, scenario d2_reversal"
3403056073573564160,CONFIRMED,True,186.25739273967167,-4.816610006997305,85.47892046067875,21.09016360401059,16.023014,2.909186631150336,891.8801038253795,10.962963,3,True,False,False,False,,,,,,,,,,,,,0,-1,,,"synthetic reversal store, scenario d2_reversal"
6140530793386059264,CONFIRMED,True,304.02383297369266,22.9810284504198,194.1694719773964,-39.87961194203526,16.027472,2.855238481163711,607.2362625692613,44.462646,3,True,False,False,False,,,,,,,,,,,,,0,-1,,,"synthetic reversal store, scenario d2_reversal"
4534069465403072640,CONFIRMED,False,54.04982030521806,10.987542433633898,282.3368195496944,23.683417889029855,16.322943,3.694975004553055,773.6324113175378,115.29577,3,True,False,False,False,,,,,,,,,,,,,0,-1,,,"synthetic reversal store, scenario d2_reversal"
6380360186645909760,CONFIRMED,True,310.73781411258886,-44.12767986007629,354.595174963347,-71.87650171643354,15.670912,6.061820195014607,633.9304106125873,120.55218,3,True,False,False,False,,,,,,,,,,,,,0,-1,,,"synthetic reversal store, scenario d2_reversal"
368970298120413312,SPURIOUS,False,121.93768972962256,-22.55554670137612,11.655424395782582,40.30690563315215,15.611252,3.620737926770846,847.9236661078002,37.704704,3,True,False,False,False,,,,,,,,,,,,,0,-1,,,"synthetic reversal store, scenario d2_reversal"
2164564290565627008,CONFIRMED,False,89.77283082398884,-1.6894491283447226,319.57858134533853,46.99471397160477,12.473694,0.5315066841075641,1311.821302428637,14.330914,3,True,False,False,False,,,,,,,,,,,,,0,-1,,,"synthetic reversal store, scenario d2_reversal"
1499093536498936576,SPURIOUS,False,87.221668568365,69.64743221507892,208.90902128609756,42.75401468170374,14.637223,5.593882633655944,1046.0912877086628,82.93981,3,True,False,False,False,,,,,,,,,,,,,0,-1,,,"synthetic reversal store, scenario d2_reversal"
454629027094387712,SPURIOUS,False,138.32838847897028,-3.59546124135318,41.04057165136279,55.86969517132758,14.91581,4.010964364220111,512.8667183546745,62.1816,3,True,False,False,False,,,,,,,,,,,,,0,-1,,,"synthetic reversal store, scenario d2_reversal"
