source_id,release,source_id_dr3,nss_solution_type,orbit_source,orbit_period_d,orbit_significance,orbit_a0_mas,queue_bin,queue_rank,n_transits_fetched,n_transits_used,f2_single_star,parallax_mas,excess_noise_mas,fit_model,fit_seconds,verdict,verdict_scope,verdict_basis,verdict_confidence,verdict_confidence_basis,flag_alias_1yr,flag_low_lat,flag_hi_sigma_ti2,flag_xray_active,flag_dust_unresolved_south,flag_dust_sigma_fragile,flag_astrom_quiet,schema_version,verdict_source,verdict_source_version,config_version,epoch_data_release,epoch_data_structure,gaiasupdate_version,produced_utc,run_id,notes
3447366499550224256,"SYNTHETIC (M8 rehearsal, not a real release)",3447366499550224256,AstroSpectroSB1,gaiadr3.nss_two_body_orbit,1798.4406383594603,5.8814273,,not_in_queue,-1,60,500,1.8513,,,SYNTHETIC,0.0,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,synthetic,False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (no_coverage); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T17:25:58Z,m8_synth_no_coverage_seed20261202,"synthetic no_coverage store, scenario no_coverage"
699852315155836032,"SYNTHETIC (M8 rehearsal, not a real release)",699852315155836032,Orbital,gaiadr3.nss_two_body_orbit,1029.3655817932363,12.257709,,not_in_queue,-1,60,500,1.4627,,,SYNTHETIC,0.0,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,synthetic,False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (no_coverage); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T17:25:58Z,m8_synth_no_coverage_seed20261202,"synthetic no_coverage store, scenario no_coverage"
1748573755634891136,"SYNTHETIC (M8 rehearsal, not a real release)",1748573755634891136,AstroSpectroSB1,gaiadr3.nss_two_body_orbit,927.5680042709224,15.949982,,not_in_queue,-1,60,500,17.4519,,,SYNTHETIC,0.0,CONFIRMED,orbit_reality,epoch_astrometry_f2,HIGH,synthetic,False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (no_coverage); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T17:25:58Z,m8_synth_no_coverage_seed20261202,"synthetic no_coverage store, scenario no_coverage"
4958236591557234304,"SYNTHETIC (M8 rehearsal, not a real release)",4958236591557234304,Orbital,gaiadr3.nss_two_body_orbit,866.8904579462653,5.5187006,,not_in_queue,-1,60,500,1.7339,,,SYNTHETIC,0.0,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,synthetic,False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (no_coverage); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T17:25:58Z,m8_synth_no_coverage_seed20261202,"synthetic no_coverage store, scenario no_coverage"
4612986263943563392,"SYNTHETIC (M8 rehearsal, not a real release)",4612986263943563392,AstroSpectroSB1,gaiadr3.nss_two_body_orbit,848.0217344421599,72.37099,,not_in_queue,-1,60,500,14.8891,,,SYNTHETIC,0.0,CONFIRMED,orbit_reality,epoch_astrometry_f2,HIGH,synthetic,False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (no_coverage); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T17:25:58Z,m8_synth_no_coverage_seed20261202,"synthetic no_coverage store, scenario no_coverage"
5589247482974026240,"SYNTHETIC (M8 rehearsal, not a real release)",5589247482974026240,Orbital,gaiadr3.nss_two_body_orbit,166.75798353955423,41.75737,,not_in_queue,-1,60,500,11.0986,,,SYNTHETIC,0.0,CONFIRMED,orbit_reality,epoch_astrometry_f2,HIGH,synthetic,False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (no_coverage); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T17:25:58Z,m8_synth_no_coverage_seed20261202,"synthetic no_coverage store, scenario no_coverage"
361686518916218112,"SYNTHETIC (M8 rehearsal, not a real release)",361686518916218112,Orbital,gaiadr3.nss_two_body_orbit,175.54766626061928,35.87799,,not_in_queue,-1,60,500,10.5293,,,SYNTHETIC,0.0,CONFIRMED,orbit_reality,epoch_astrometry_f2,HIGH,synthetic,False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (no_coverage); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T17:25:58Z,m8_synth_no_coverage_seed20261202,"synthetic no_coverage store, scenario no_coverage"
399609465234037248,"SYNTHETIC (M8 rehearsal, not a real release)",399609465234037248,Orbital,gaiadr3.nss_two_body_orbit,916.0027598874534,49.15938,,not_in_queue,-1,60,500,19.0534,,,SYNTHETIC,0.0,CONFIRMED,orbit_reality,epoch_astrometry_f2,HIGH,synthetic,False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (no_coverage); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T17:25:58Z,m8_synth_no_coverage_seed20261202,"synthetic no_coverage store, scenario no_coverage"
6067377497355477760,"SYNTHETIC (M8 rehearsal, not a real release)",6067377497355477760,Orbital,gaiadr3.nss_two_body_orbit,974.0138594466029,6.2733436,,not_in_queue,-1,60,500,10.5816,,,SYNTHETIC,0.0,CONFIRMED,orbit_reality,epoch_astrometry_f2,HIGH,synthetic,False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (no_coverage); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T17:25:58Z,m8_synth_no_coverage_seed20261202,"synthetic no_coverage store, scenario no_coverage"
1518603820576991360,"SYNTHETIC (M8 rehearsal, not a real release)",1518603820576991360,Orbital,gaiadr3.nss_two_body_orbit,982.2199742387984,21.76723,,not_in_queue,-1,60,500,13.589,,,SYNTHETIC,0.0,CONFIRMED,orbit_reality,epoch_astrometry_f2,HIGH,synthetic,False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (no_coverage); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T17:25:58Z,m8_synth_no_coverage_seed20261202,"synthetic no_coverage store, scenario no_coverage"
